stars,comment
2.0 out of 5 stars,"







  
  
    I bought ten orders (30 packs total) hoping to get a wide variety of packs as advertised. The package arrived and I got 10 packs of X/Y, B&W, and Flashfire each. I didn't really mind because I did in fact need cards from these sets still. I sat down and opened all 30 packs, and got 1 EX, and about 10 holo rares. Not that great but maybe I was just unlucky.Along with this order I also got a booster box of Flashfire not knowing 10 out of the 30 ""assorted packs"" would be Flashfire. This booster box itself gave me six EXs, two being full art, a hidden rare, and at least six holo rares. Again this could be considered all luck, but still... I also noticed that the ""assorted packs"" were very flimsy in comparison to the brand new booster box packs, and I noticed the cards weren't in the normal order brand new packs are in (one had three non holo rares in it with NO uncommons?).  I don't want to assume they were searched or anything like that... but I will be buying booster boxes only from now on.Again, maybe I was just extremely unlucky with these, but opening 27 packs straight before getting a single super rare card makes me wonder. If you are looking to finish a set and all you need are reverse holos... this is the right product for you.
  
"
1.0 out of 5 stars,"







  
  
    Scam! Got 1 legit booster pack and 2 Detective Pokémon 4-packs for a total of 18 cards - when the description read a total of 30 cards. Do not purchase from this seller!
  
"
1.0 out of 5 stars,"







  
  
    Obviously re sealed and cards had scratches would not recommend
  
"
4.0 out of 5 stars,"







  
  
    My 7 year old was excited to add these to his collection.  In our set of three boosters we received 2 EX sets and one Black and White.  It did seem that the number of basic cards was higher than in sets we would have purchased in a big box store but for the price I would buy again in a heartbeat.  These may not be the best sets for avid collectors looking for rare cards but a great deal for kids to play and trade with friends.  Will buy again!
  
"
5.0 out of 5 stars,"







  
  
    Bought these for my nephew and he loves them.
  
"
5.0 out of 5 stars,"







  
  
    I used this product as a incentive for students that was doing poor in school. 6 months later there was improvement in one and the others grade were improved, hurray.
  
"
1.0 out of 5 stars,"







  
  
    2 Battle Styles Packs and an evolving skies. Total waste of $$
  
"
5.0 out of 5 stars,"







  
  
    Got a rare VMAX full art real sealed cards get for anybody
  
"
5.0 out of 5 stars,"







  
  
    Great gift!
  
"
1.0 out of 5 stars,"







  
  
    I only received 1 pack of 10 cards and the other 2 packs were 4 cards in each pack.This was a mistake?or False advertising.Image shown
  
"
1.0 out of 5 stars,"







  
  
    The wrong description of the product, I only received 18 cards instead of the 30 on the description.
  
"
1.0 out of 5 stars,"







  
  
    i received the request quantity but it came 5+ days late even after i paid for expedited shipping, not quite happy with pack diversity either.
  
"
4.0 out of 5 stars,"







  
  
    Some duplicates for my young collector but he also got lucky with two that he needed.
  
"
1.0 out of 5 stars,"







  
  
    I recieved 6 packs of battle styles. I can get those at the store for 4 bucks a piece!
  
"
5.0 out of 5 stars,"







  
  
    My son really liked them. He said he got quite a few good cards.
  
"
5.0 out of 5 stars,"







  
  
    I got a good pull, did not look resealed
  
"
5.0 out of 5 stars,"







  
  
    My grandson love it
  
"
5.0 out of 5 stars,"







  
  
    The kids always like getting random packs
  
"
5.0 out of 5 stars,"







  
  
    I know nothing about Pokémon cards BUT my seven-year-old grandson loves them.
  
"
1.0 out of 5 stars,"







  
  
    Booster packs were weighed or resealed.
  
"
1.0 out of 5 stars,"







  
    Eran tres mazos de cartas y solo llego tarde un mazo que dudo sea original.
  
  
"
5.0 out of 5 stars,"







  
  
    Highly recommend
  
"
5.0 out of 5 stars,"







  
  
    Good pulls, seems legit
  
"
3.0 out of 5 stars,"







  
  
    Grandson liked them!!
  
"
3.0 out of 5 stars,"







  
  
    The packs weren’t the ones on the cover but still got some decent cards form the sealed packs.
  
"
5.0 out of 5 stars,"







  
  
    My son loved his cards, fair price for amazon. Great surprise gift for my son, he loves getting things in the mail.
  
"
5.0 out of 5 stars,"







  
  
    My grandson loved them so they must be good  :)
  
"
5.0 out of 5 stars,"







  
  
    Great price on a 3 pack of cards. Quick ship and great to add on gifts for my nephews.
  
"
1.0 out of 5 stars,"







  
  
    Scam. Resealed packs. Bent cards.
  
"
5.0 out of 5 stars,"







  
  
    Came with a lot of cool cards! He was really happy with most of the cards he got. Bought as a gift.
  
"
2.0 out of 5 stars,"







  
  
    My boys love them
  
"
5.0 out of 5 stars,"







  
  
    Excellent
  
"
1.0 out of 5 stars,"







  
  
    Packs seamed to be tampered with.
  
"
5.0 out of 5 stars,"







  
  
    Everything came quickly and packaged safely had 2 good pulls from 3 packs.
  
"
5.0 out of 5 stars,"







  
  
    Great cards, may be weighed but still great!
  
"
5.0 out of 5 stars,"







  
  
    We got three different Pokémon booster packs. My son was very excited to open them up. He appears to be very happy with his purchase (he's 5yo). Package arrived a day early - Super awesome! We will likely place another order soon.
  
"
2.0 out of 5 stars,"







  
  
    I mean Honestly I don't really care because it's a Christmas gift to a 10 year old but still it's the principle 2 star just because false advertisement.
  
"
5.0 out of 5 stars,"







  
  
    Keep them coming.  THe boys love them so much.  Especially when there aren't to many duplicates.  THey are starting to learn how to trade them.
  
"
1.0 out of 5 stars,"







  
  
    packs were already opened, still got holos and rares but obviously its pre packed
  
"
2.0 out of 5 stars,"







  
  
    I was thinking I was going to get 3 different packs in each purchase instead I got 3 of the same packs in all 4 orders and they weren't even a pack from the picture
  
"
4.0 out of 5 stars,"







  
  
    my son was excited about his new cards.
  
"
5.0 out of 5 stars,"







  
  
    Son ripped into these with glee!
  
"
5.0 out of 5 stars,"







  
  
    Got a 4 dollar card from it and some other cool looking cards,  definitely will buy again soon!
  
"
5.0 out of 5 stars,"







  
  
    Purchased as a gift!
  
"
1.0 out of 5 stars,"







  
  
    Packs have been resealed and item cannot be returned. Funny how that works…
  
"
5.0 out of 5 stars,"







  
  
    It was late which was disappointing,  but a fun game now that I have it.
  
"
3.0 out of 5 stars,"







  
  
    Two of the three packs were duplicate. It would have been nice to get three different ones.
  
"
2.0 out of 5 stars,"







  
  
    The cards and the packages were as advertised, unfortunately after opening them most of them were all extremely low value which disappointed in my son.
  
"
5.0 out of 5 stars,"







  
  
    was a good deal
  
"
4.0 out of 5 stars,"







  
  
    Item came as described. Would buy from this buyer again.
  
"
5.0 out of 5 stars,"







  
  
    thank you
  
"
5.0 out of 5 stars,"







  
  
    Better than expected  two hidden fates packs
  
"
2.0 out of 5 stars,"







  
  
    I purchased 4 of these, so 12 total to open on my YT channel for a review to see if these cheap packs were worth it, and as you might guess, it's not. These packs were clearly weighed, every single one of them contained a non-holo regular rare card for it's rare one. Don't waste your money.
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
1.0 out of 5 stars,"







  
  
    I only received one of three blister pack of Pokémon cards
  
"
2.0 out of 5 stars,"







  
  
    Took forever to arrive. I had to tell my 6 year old it was delayed 4 times. But once we finally got it. The cards were okay.
  
"
5.0 out of 5 stars,"







  
  
    Son loves these. Better than buying at the store. Cards are in perfect condition.
  
"
1.0 out of 5 stars,"







  
  
    Ass.
  
"
5.0 out of 5 stars,"







  
  
    Great packs!
  
"
5.0 out of 5 stars,"







  
  
    Sent to my grandson seems to love them good product
  
"
5.0 out of 5 stars,"







  
  
    Their great quality they got here in time .!
  
"
1.0 out of 5 stars,"







  
  
    I only got 2 pack and both were bad cards
  
"
5.0 out of 5 stars,"







  
  
    OK. The person who got it as a gift was happy.
  
"
5.0 out of 5 stars,"







  
  
    My grandson loves these things.
  
"
5.0 out of 5 stars,"







  
  
    Christmas present
  
"
5.0 out of 5 stars,"







  
  
    New sealed package
  
"
1.0 out of 5 stars,"







  
  
    SCAM. My son was very upset.
  
"
5.0 out of 5 stars,"







  
  
    Grandkids love them!
  
"
1.0 out of 5 stars,"







  
  
    Absolutely upset! I bought these as a gift and I received 2 of these opened !!! I can’t give these as a gift and I can’t return then....
  
"
5.0 out of 5 stars,"







  
  
    PERFECT GIFT FOR MY NEPHEW!
  
"
